Transaction_id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Description,Fee,Status,Seller Message,Card ID,Customer ID,Invoice ID,Transfer,price_id (metadata),product_id (metadata),product_id,Name,Date (UTC),Tax Code
ch_3OQLNbAKv6LsYLX20DleO3vo,12/23/2023 2:56,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O4DLzAKv6LsYLX2a5qT2cTv,cus_OrxFXJmBKNUrPH,in_1OQKRHAKv6LsYLX2guOL15aN,po_1ORmWiAKv6LsYLX2I0X3BRVy,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQI2nAKv6LsYLX23LTnbuYK,12/22/2023 23:22,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O4A1VAKv6LsYLX2X0wKcaAP,cus_Oo5VUnwjEVQJnJ,in_1OQH65AKv6LsYLX200CB0vH6,po_1ORPR1AKv6LsYLX21pvbqi6z,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQDfzAKv6LsYLX20ufonPlV,12/22/2023 18:42,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1OFKPaAKv6LsYLX2pkiDE5Tx,cus_P070mD5eZtf7YD,in_1OQCj6AKv6LsYLX24T99G5Yc,po_1ORPR1AKv6LsYLX21pvbqi6z,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQD3hAKv6LsYLX20vpGdpqf,12/22/2023 18:02,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OQD3gAKv6LsYLX2GWVes685,cus_PEgNvcHMLXfOfd,in_1OQD3hAKv6LsYLX2eJuLqPm9,po_1ORPR1AKv6LsYLX21pvbqi6z,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQClAAKv6LsYLX20nwSipfH,12/22/2023 17:43,369,0,usd,TRUE,349,0,usd,NULL,10.42,Paid,Payment complete.,pm_1OQCl9AKv6LsYLX23GETc9rx,cus_PEfxfmOngUhnKB,in_1OQClDAKv6LsYLX2hJZQOiI3,po_1ORPR1AKv6LsYLX21pvbqi6z,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OQBAhAKv6LsYLX22REJL4RF,12/22/2023 16:02,27,0,usd,TRUE,15,0,usd,Subscription creation,0.96,Paid,Payment complete.,pm_1OQBAfAKv6LsYLX2G4XLOISa,cus_PEeTeb06NME2GV,in_1OQBAhAKv6LsYLX2GHgkdVgz,po_1ORPR1AKv6LsYLX21pvbqi6z,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQ4dzAKv6LsYLX23gggTnB5,12/22/2023 9:03,27,0,usd,TRUE,15,0,usd,Subscription creation,0.96,Paid,Payment complete.,pm_1OQ4dxAKv6LsYLX23nePlFD7,cus_PEVBMzrObSyJoM,in_1OQ4dzAKv6LsYLX2frivQ4wW,po_1ORPR1AKv6LsYLX21pvbqi6z,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OQ322AKv6LsYLX21KARNWkb,12/22/2023 7:20,323.56,0,eur,TRUE,345.51,0,usd,NULL,15.5,Paid,Payment complete.,pm_1OQ321AKv6LsYLX2BIVd6bXP,cus_PEW1GcDiS2i2D8,in_1OQ326AKv6LsYLX29mlzIB3w,po_1ORPR1AKv6LsYLX21pvbqi6z,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OQ11gAKv6LsYLX21wcXgwlJ,12/22/2023 5:12,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OQ11fAKv6LsYLX27aij2A8U,cus_PETvuQVJlexwL3,in_1OQ11kAKv6LsYLX2tQPAhZI3,po_1ORPR1AKv6LsYLX21pvbqi6z,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OPzOrAKv6LsYLX20U2IjPjB,12/22/2023 3:27,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPzOqAKv6LsYLX2txeE8Ru9,cus_PE1PXKq6J6fvp0,in_1OPzOuAKv6LsYLX2tzIJZ4AH,po_1ORPR1AKv6LsYLX21pvbqi6z,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPxzSAKv6LsYLX23osLBZZK,12/22/2023 1:57,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPxzSAKv6LsYLX2VvuhsqOR,cus_PE59q84sDA4XXC,in_1OPxzhAKv6LsYLX2ImchsvrS,po_1ORPR1AKv6LsYLX21pvbqi6z,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPulIAKv6LsYLX20zuGroWr,12/21/2023 22:30,24,0,usd,TRUE,24,0,usd,NULL,1,Paid,Payment complete.,pm_1OPulIAKv6LsYLX2bTpocgPo,cus_PENVxqiArdo4S5,in_1OPulLAKv6LsYLX2LnfG3kki,po_1OR2pMAKv6LsYLX2Q30XqXMj,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1,4033cc0f-bce4-4338-b8d6-9a983207c2a1,GPA Boosting Academy,10/9/2021 5:30,txcd_20030000
ch_3OPuROAKv6LsYLX22Nnmpy39,12/21/2023 22:10,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPuROAKv6LsYLX20iXY5Zuf,cus_PENB7DKwyKCFov,in_1OPuRRAKv6LsYLX2ggWmyBHv,po_1OR2pMAKv6LsYLX2Q30XqXMj,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPsfTAKv6LsYLX23pcPyksq,12/21/2023 20:16,124,0,usd,TRUE,124,0,usd,NULL,5.76,Paid,Payment complete.,pm_1OPsfSAKv6LsYLX2QpBSZ2gD,cus_P9TPdz2WGybu5L,in_1OPsfXAKv6LsYLX2Jd3wwyqy,po_1OR2pMAKv6LsYLX2Q30XqXMj,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528,b7f7421a-3caf-4185-84f9-e254a4365528,College Admission Strategy Workshop,12/27/2023 16:46,txcd_20030000
ch_3OPrDBAKv6LsYLX22I7o5CLu,12/21/2023 18:43,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPrDAAKv6LsYLX2qErlV9e6,cus_PEJpfPzpOcVKdZ,in_1OPrDEAKv6LsYLX2O8Pn3stU,po_1OR2pMAKv6LsYLX2Q30XqXMj,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPnIRAKv6LsYLX234hFFe8y,12/21/2023 14:32,27,0,usd,TRUE,15,0,usd,Subscription creation,0.96,Paid,Payment complete.,pm_1OPnIPAKv6LsYLX2Giz5I14f,cus_PEFm3qgTN4YgPR,in_1OPnIQAKv6LsYLX2ZzlrBmbu,po_1OR2pMAKv6LsYLX2Q30XqXMj,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPmbsAKv6LsYLX22BhU3Jlv,12/21/2023 13:48,324.29,0,eur,TRUE,345.51,0,usd,NULL,15.5,Paid,Payment complete.,pm_1OPmbrAKv6LsYLX2YqaP1jl8,cus_PEF5cpcKmdkGJ8,in_1OPmbvAKv6LsYLX2djtGHgcI,po_1OR2pMAKv6LsYLX2Q30XqXMj,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OPfG5AKv6LsYLX23jpTzuw1,12/21/2023 5:57,48,0,usd,TRUE,44,0,usd,NULL,2.24,Paid,Payment complete.,pm_1OPfG4AKv6LsYLX257QXjNSc,cus_PB9QMveKGOyRnZ,in_1OPfG8AKv6LsYLX2p12Vf2jp,po_1OR2pMAKv6LsYLX2Q30XqXMj,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPf2OAKv6LsYLX23oj9Cx4q,12/21/2023 5:43,36,0,usd,TRUE,34,0,usd,NULL,1.29,Paid,Payment complete.,pm_1OPf2OAKv6LsYLX2mcJ37d17,cus_PE7DMnxzNGItc1,in_1OPf2qAKv6LsYLX2pNkeZrT2,po_1OR2pMAKv6LsYLX2Q30XqXMj,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,Scholarly Scholarships Guide,10/9/2023 8:47,txcd_20030000
ch_3OPd06AKv6LsYLX21hRr2VLw,12/21/2023 3:33,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OPd05AKv6LsYLX2wXtrdFQa,cus_PE59q84sDA4XXC,in_1OPd06AKv6LsYLX2ZP21LBsr,po_1OR2pMAKv6LsYLX2Q30XqXMj,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPZF5AKv6LsYLX22Q6JuPac,12/20/2023 23:32,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPZF5AKv6LsYLX2P7I89s3y,cus_PE1EfsEDjykobh,in_1OPZF8AKv6LsYLX2WiTi988t,po_1OPbRdAKv6LsYLX25SpzZ528,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPYGJAKv6LsYLX22APNx4SB,12/20/2023 22:29,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OEf0rAKv6LsYLX2MgqN5esz,cus_P2kUh89r1spPpR,in_1OPXK3AKv6LsYLX2Uy6B9AVt,po_1OPbRdAKv6LsYLX25SpzZ528,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPY6sAKv6LsYLX223C7yKCg,12/20/2023 22:19,36,0,usd,TRUE,34,0,usd,NULL,1.29,Paid,Payment complete.,pm_1OPY6rAKv6LsYLX2aY0D4teW,cus_PDLxRvzjO88byh,in_1OPY6vAKv6LsYLX20VFzZMdp,po_1OPbRdAKv6LsYLX25SpzZ528,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,Scholarly Scholarships Guide,10/9/2023 8:47,txcd_20030000
ch_3OPWvKAKv6LsYLX20EkRFATu,12/20/2023 21:03,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O3OuBAKv6LsYLX2Y0hSoylb,cus_Or71qPygOooTUJ,in_1OPVygAKv6LsYLX2W5jHWwNi,po_1OPbRdAKv6LsYLX25SpzZ528,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPVLKAKv6LsYLX21BefcZ7u,12/20/2023 19:22,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPVLJAKv6LsYLX2kHpN5MB2,cus_PDxCILyYIbDKII,in_1OPVLNAKv6LsYLX248CwOTAu,po_1OPbRdAKv6LsYLX25SpzZ528,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPUbAAKv6LsYLX22Yxi0byz,12/20/2023 18:34,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPUb9AKv6LsYLX2laeG2svW,cus_PDwTvdmDZz0UIq,in_1OPUbDAKv6LsYLX25VHC1Eew,po_1OPbRdAKv6LsYLX25SpzZ528,d8b64e76-c7a9-4c9d-b904-49d81557c23a,8c46a7cc-09e5-40d8-9584-33c0184298c6,8c46a7cc-09e5-40d8-9584-33c0184298c6,College Essay Coaching,10/9/2023 8:57,txcd_20030000
ch_3OPUZ7AKv6LsYLX22O6nVfJU,12/20/2023 18:32,36,0,usd,TRUE,34,0,usd,NULL,1.29,Paid,Payment complete.,pm_1OPUZ7AKv6LsYLX2EB8owS80,cus_PDwQX3NXY5FodV,in_1OPUZAAKv6LsYLX2sJLvhdik,po_1OPbRdAKv6LsYLX25SpzZ528,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,Scholarly Scholarships Guide,10/9/2023 8:47,txcd_20030000
ch_3OPTpKAKv6LsYLX21NSxJQWX,12/20/2023 17:45,24,0,usd,TRUE,24,0,usd,NULL,1,Paid,Payment complete.,pm_1OPTpKAKv6LsYLX2HOLxZjlI,cus_PDvfqqL006RxYJ,in_1OPTpNAKv6LsYLX26doKDNhT,po_1OPbRdAKv6LsYLX25SpzZ528,d7c2e880-2bff-4c5a-897b-9a08f8cddd06,4033cc0f-bce4-4338-b8d6-9a983207c2a1,4033cc0f-bce4-4338-b8d6-9a983207c2a1,GPA Boosting Academy,10/9/2021 5:30,txcd_20030000
ch_3OPSctAKv6LsYLX21WJRNEE2,12/20/2023 16:28,59.89,0,cad,TRUE,43.56,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OPScsAKv6LsYLX2JkEE2sAJ,cus_PDuPWpLpAQcqGP,in_1OPScwAKv6LsYLX2VGRThnEW,po_1OPbRdAKv6LsYLX25SpzZ528,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPSSxAKv6LsYLX23g5LbqBf,12/20/2023 16:17,48,0,usd,TRUE,44,0,usd,NULL,2.24,Paid,Payment complete.,pm_1OPSSwAKv6LsYLX2KZHV8WbY,cus_PDuFDRFgoxpUF4,in_1OPST0AKv6LsYLX2Ms0FCZif,po_1OPbRdAKv6LsYLX25SpzZ528,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPRk8AKv6LsYLX20pzjB9Mb,12/20/2023 15:31,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPRk7AKv6LsYLX2Sdlqw0TP,cus_PD8kmOLPyAbYX2,in_1OPRkCAKv6LsYLX2ncGPeSP7,po_1OPbRdAKv6LsYLX25SpzZ528,d8b64e76-c7a9-4c9d-b904-49d81557c23a,8c46a7cc-09e5-40d8-9584-33c0184298c6,8c46a7cc-09e5-40d8-9584-33c0184298c6,College Essay Coaching,10/9/2023 8:57,txcd_20030000
ch_3OPQeHAKv6LsYLX21TOy9zMz,12/20/2023 14:21,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OEXOBAKv6LsYLX2ntMw2SBa,cus_P2cbI4YfsNwCWr,in_1OPPhSAKv6LsYLX2F8o6QQzc,po_1OPbRdAKv6LsYLX25SpzZ528,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPOPEAKv6LsYLX22bRLPK2E,12/20/2023 11:57,40.91,0,eur,TRUE,43.57,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OPOPEAKv6LsYLX29tdOT2tA,cus_OpzW2gJyB6b6cP,in_1OPOPIAKv6LsYLX2uhgITsDT,po_1OPbRdAKv6LsYLX25SpzZ528,7a56d0f1-a2e5-4e2e-b26c-948a9ad21cb2,c985f100-5645-48e3-8e3d-ceffbcc37a3d,c985f100-5645-48e3-8e3d-ceffbcc37a3d,College Application Bootcamp,12/27/2023 16:46,txcd_20030000
ch_3OPKVvAKv6LsYLX20CymcqCX,12/20/2023 7:48,48,0,usd,TRUE,44,0,usd,NULL,1.58,Paid,Payment complete.,pm_1OPKVuAKv6LsYLX22E6QjUu5,cus_PDm3IYD0EfIiDR,in_1OPKVyAKv6LsYLX2aclfcZxK,po_1OPbRdAKv6LsYLX25SpzZ528,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OPBq6AKv6LsYLX21ncmj6O0,12/19/2023 22:32,14,0,usd,TRUE,10,0,usd,Subscription update,0.74,Paid,Payment complete.,pm_1OEIavAKv6LsYLX2UkigvUJw,cus_P2NGeHrBH0c6qB,in_1OPAtTAKv6LsYLX2w82cZn0l,po_1OPEn1AKv6LsYLX2Bvqzzn9C,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OPBpFAKv6LsYLX23718CDgW,12/19/2023 22:31,369,0,usd,TRUE,349,0,usd,NULL,15.66,Paid,Payment complete.,pm_1OPBpEAKv6LsYLX2D6Txvtmk,cus_PDKOIDCmnf0mTm,in_1OPBpHAKv6LsYLX2RdbXSX9t,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OPA8WAKv6LsYLX20CUqYPEt,12/19/2023 20:43,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1OEGsOAKv6LsYLX21C3rzFS2,cus_P2LYa56j6n62Hg,in_1OP9BiAKv6LsYLX2VmdAba1F,po_1OPEn1AKv6LsYLX2Bvqzzn9C,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OP8qMAKv6LsYLX21KTbRCLd,12/19/2023 19:20,35.35,0,gbp,TRUE,43.57,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OP8qLAKv6LsYLX2kQmJzVT6,cus_PDZzVM7DmVaEqb,in_1OP8qPAKv6LsYLX2M6LfRsPO,po_1OPEn1AKv6LsYLX2Bvqzzn9C,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OP8hjAKv6LsYLX228jqfDzm,12/19/2023 19:11,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O30fdAKv6LsYLX2SNaOOzum,cus_Oqi53HZ2YBcec4,in_1OP7kdAKv6LsYLX22iEeQHNJ,po_1OPEn1AKv6LsYLX2Bvqzzn9C,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OP8f6AKv6LsYLX2074pErSg,12/19/2023 19:09,36,0,usd,TRUE,34,0,usd,NULL,1.29,Paid,Payment complete.,pm_1OP8f5AKv6LsYLX2reHy69LY,cus_PDZlzyIksHNHvs,in_1OP8fAAKv6LsYLX26rCcssWl,po_1OPEn1AKv6LsYLX2Bvqzzn9C,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,Scholarly Scholarships Guide,10/9/2023 8:47,txcd_20030000
ch_3OOyinAKv6LsYLX22XxEtVD2,12/19/2023 8:32,326.04,0,eur,TRUE,345.52,0,usd,NULL,10.32,Paid,Payment complete.,pm_1OOyimAKv6LsYLX2HHG8HI5h,cus_PDPWW8JmjjzOOh,in_1OOyiqAKv6LsYLX211PC8Gyw,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OOxtAAKv6LsYLX225eqDrJa,12/19/2023 7:38,41.11,0,eur,TRUE,43.57,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OOxtAAKv6LsYLX2rewqd8ro,cus_PDOfE8pcvnlU3A,in_1OOxtDAKv6LsYLX2na0MCaqp,po_1OPEn1AKv6LsYLX2Bvqzzn9C,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OOxJtAKv6LsYLX21KK3OW43,12/19/2023 7:02,326.04,0,eur,TRUE,345.52,0,usd,NULL,15.5,Paid,Payment complete.,pm_1OOxJtAKv6LsYLX2XvsPGlwO,cus_PDO2EsHZxhGprU,in_1OOxJyAKv6LsYLX2HStrW6ot,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OOvYSAKv6LsYLX20KHD4ibF,12/19/2023 5:09,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OOvYRAKv6LsYLX2RkgKi3E6,cus_PDMC2eZQFDTZLV,in_1OOvYSAKv6LsYLX2uiAcrfrx,po_1OPEn1AKv6LsYLX2Bvqzzn9C,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OOvBZAKv6LsYLX22gHAikcz,12/19/2023 4:45,99.2,0,usd,TRUE,99.2,0,usd,NULL,3.18,Paid,Payment complete.,pm_1OOvBZAKv6LsYLX2EaNQnQUy,cus_PDLrmCWK7ONlpC,in_1OOvBdAKv6LsYLX2Xt2WRFzT,po_1OPEn1AKv6LsYLX2Bvqzzn9C,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528,b7f7421a-3caf-4185-84f9-e254a4365528,College Admission Strategy Workshop,12/27/2023 16:46,txcd_20030000
ch_3OOuwhAKv6LsYLX20Ixpi9g0,12/19/2023 4:30,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OOuwhAKv6LsYLX2wHCm5RMt,cus_P53SZTBrCIgpwZ,in_1OOuwkAKv6LsYLX2r31ENc8B,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OOuwaAKv6LsYLX21ZeedgXh,12/19/2023 4:30,279.2,0,usd,TRUE,159.2,0,usd,NULL,4.92,Paid,Payment complete.,pm_1OOuwZAKv6LsYLX2BPImTE8t,cus_PDLa69TMteaI8j,in_1OOuwdAKv6LsYLX2SvpfyKmx,po_1OPEn1AKv6LsYLX2Bvqzzn9C,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07,201283c3-5723-4e02-9d18-d9ff952d0d07,Elite College Prep Package,10/9/2022 8:25,txcd_20030000
ch_3OOus4AKv6LsYLX20CIOveNS,12/19/2023 4:25,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OOus4AKv6LsYLX2Jap0Ye8B,cus_PDLXwOguNAYKBU,in_1OOus8AKv6LsYLX2UYu8nM4e,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OOu59AKv6LsYLX20YH1hvYS,12/19/2023 3:35,99.2,0,usd,TRUE,99.2,0,usd,NULL,3.18,Paid,Payment complete.,pm_1OOu58AKv6LsYLX272P0OwBf,cus_PB2BxyXMNQFppM,in_1OOu5DAKv6LsYLX29rshMTyP,po_1OPEn1AKv6LsYLX2Bvqzzn9C,0d86b3c9-fdb5-418a-83b9-cb45457a47d0,b7f7421a-3caf-4185-84f9-e254a4365528,b7f7421a-3caf-4185-84f9-e254a4365528,College Admission Strategy Workshop,12/27/2023 16:46,txcd_20030000
ch_3OOtwlAKv6LsYLX20FZmOx1R,12/19/2023 3:26,35.2,0,usd,TRUE,35.2,0,usd,NULL,1.32,Paid,Payment complete.,pm_1OOtwlAKv6LsYLX2aDxohAUd,cus_PDKbumoJEI5tIX,in_1OOtwoAKv6LsYLX2y6BSSXcl,po_1OPEn1AKv6LsYLX2Bvqzzn9C,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OOtuvAKv6LsYLX23erW717g,12/19/2023 3:24,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OOtuvAKv6LsYLX2D8G3YmkH,cus_PDKY2yE8oLfSMq,in_1OOtuzAKv6LsYLX2CRzaoKsJ,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OOthMAKv6LsYLX23XebnbVI,12/19/2023 3:10,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OOthLAKv6LsYLX2zVNZNDg4,cus_PDKHQFnHUMppGO,in_1OOthQAKv6LsYLX2w9wcWfPc,po_1OPEn1AKv6LsYLX2Bvqzzn9C,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
